Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
«АгроТрейд Дон» ООО,"элеватор, закупка, переработка, очистка, сушка зерновых, масличных культур; производство комбикормов",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Павленко Дмитрий Львович,agrotraiddon@yandex.ru,,8-918-577-2482,"344113, г. Ростов-на-Дону, Космонавтов, 39/1"
«Агротрейд» ООО (Аксайский район),"запчасти к отечественным и импортным комбайнам, кондиционеры",Ростовская область,Аксайский район,Дир.: Митюхин Алексей Анатольевич,ooo@agrotraderostov.ru,https://www.agro-trader.ru/,"(86350) 3-53-71, 3-53-65, 3-53-66","346703, Аксайский р-н, х. Ленина, Онучкина, 38"
«Агротренд» ООО,"оборудование на с/х технику (опрыскиватели, зернометатели, протравители семян), запчасти",Ростовская область,Батайск г.,Дир.: Калмыков Александр Михайлович,agrotrend61@mail.ru,https://agrotrend61.ru/,(863) 309-39-49,"346882, г. Батайск, Орджоникидзе, 126, ком. 33"
"«Агроуниверсал» ООО, представ. ОАО НПО «Сибсельмаш»","релизация посевной, почвообрабатывающей, зерноуборочной и зерносортировочной техники и запчастей, гарантийное обслуживание",Ростовская область,Зерноградский район,Ген. дир.: Чернышенко Сергей Николаевич,agrozern@mail.ru,,8-928-183-1343,"347742, Зерноградский р-н, п. Экспериментальный, Придорожная, 47"
«Агрофирма «Красный Сад» ООО,"зерновые, подсолнечник, садоводство (ягоды, фрукты: яблоки, черешня, вишня, абрикос, слива, алыча, груша), саженцы плодовых и ягодных культур",Ростовская область,Азовский район,Ген. дир.: Жуков Геннадий Николаевич,"i, nfo@red-sad.ru, sale@red-sad.ru","http://www.red-sad.ru/, http://www.red-sad.ru/",(863) 247-44-88,"346775, Азовский р-н, п. Красный Сад, Центральная, 4"
«Агрофирма Донецкая Долина» ООО,"посадочный материал для садов (яблони, черешни, вишни, сливы, айва, алыча, груши, жердели, антипки)",Ростовская область,Донецк г.,Ген. дир.: Рягузов Алексей Александрович,don.dolina@mail.ru,http://dondolina.com/,(863) 217-78-77,"346330, г. Донецк, Садовая, 38"
«Агрохим-Авиа» ООО,"семена кукурузы, подсолнечника, агроконсультации; средства защиты растений, удобрения",Ростовская область,Ростов-на-Дону г.,Дир.: Лагошин Алексей Николаевич,info@agrohimavia.ru,http://www.agrohimavia.ru/,(863) 255-05-55,"344002, г. Ростов-на-Дону, пр-кт Кировский, 40 А"
«АгроХимПром» ООО,реализация пестицидов,Ростовская область,Таганрог г.,Ген. дир.: Кравченко Валерий Леонидович,ahp-don@mail.ru,,"8-928-113-2501, 8-928-169-5877","347905, г. Таганрог, Социалистическая, 26"
«Агрохолдинг Техмаш» ООО,"сельхозтехника, запчасти",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Пивнык Сергей Анатольевич,,http://tmdon.ru/,"(863) 269-44-22, (863) 269-44-54","344002, г. Ростов-на-Дону, Шоссейная, 3 А"
«АгроЦентр Дон» ООО,"семена, средства защиты растений, удобрения, стимуляторы роста (опт и розница)",Ростовская область,Ростов-на-Дону г.,Дир.: Тишков Алексей Михайлович,acddon@mail.ru,http://xn--80agdd4bbddndv9b.xn--p1ai/,"(863) 219-19-55, (863) 219-19-56","344002, г. Ростов-на-Дону,1-я Луговая, 12"
"«Агроцентр-Юг» ООО, Союз производителей","почвообрабатывающая и посевная техника, жатки, производство и реализация запчастей к с/х технике (комбайнам отечественным и импортным); производство шпалер для винограда",Ростовская область,Аксайский район,Дир.: Тащиев Геннадий Сергеевич,sale@agrocentr-ug.ru,https://agrocentr-ug.ru/,"8-800-250-0373, (86350) 3-53-73, (863) 210-98-00, (863) 210-98-10","346703, Аксайский р-н, х. Маяковского, Заводская, 65"
«Агроэксперт» ООО,"запчасти на отечественные тракторы К-700, Т-150, двигатели ЯМЗ, пресс-подборщики ПРФ, фильтры Цитрон, поршневые группы",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Клюев Андрей Николаевич,agro-expert@bk.ru,https://agro-expert.info/,(863) 229-44-00,"344023, г. Ростов-на-Дону, Страны Советов, 3"
«АЗ «Резерв» ООО,"аккумуляторы для сельхозтехники, дистилированная вода",Ростовская область,Аксайский район,Ген. дир.: Казаков Владимир Геннадьевич,reservebattery@aaanet.ru,,"8-800-222-3622, (86350) 5-16-19, 8-928-216-0798, (86350) 8-928-216-0665","346720, г. Аксай, Западная, 37 Г"
«Азово-Черноморский инженерный институт» ФГБОУ ВПО ДГАУ,"пшеница, ячмень; производство и реализация семян ярового ячменя, пшеницы; продажа пшеницы, ячменя, подсолнечника",Ростовская область,Зерноградский район,Дир.: Бутенко Александр Федорович,,,"(86359) 4-28-67, 4-33-80, 4-13-65","347740, г. Зерноград, Ленина, 21"
Азово-Черноморский филиал ФГБНУ ВНИРО,деятельность в сфере воспроизводства рыбных запасов,Ростовская область,Ростов-на-Дону г.,Рук. фил.: Мирзоян Арсен Вячеславович,azniikh@vniro.ru,,"(863) 262-48-50, 262-05-05","344010, г. Ростов-на-Дону, Береговая, 21 В"
«Азовская перевалочная база» ООО («АПБ» ООО),перевалка зерновых,Ростовская область,Азовский район,И.о. дир.: Зубков Виктор Иванович,office.apb@yandex.ru,,(86342) 4-51-98,"346780, г. Азов, Элеваторная, 3"
«Азовский завод по ремонту строительных машин» ООО,"производство траншеекопателей и цепей, изготовление, ремонт с/х и строительной техники",Ростовская область,Азовский район,Ген. дир.: Горшенко Константин Геннадиевич,azrsm@mail.ru,"http://www.azrsm.ru/, https://azrsm-azov.ru/","(86342) 6-36-20, 6-49-57, 8-958-544-3741","346783, г. Азов, Дружбы, 50 А, каб. 32"
«Азовский зерновой терминал» филиал в г. Азове,"хранение, складирование зерна",Ростовская область,Азовский район,Дир.: Сичкарев Игорь Владимирович,terminalazov@mail.ru,,(86342) 5-62-22,"346780, г. Азов, Васильева, 1 Д"
«Азур-Нива» КАТ ООО,"стимуляторы роста, листовое питание",Ростовская область,Новочеркасск г.,Ген. дир.: Скороходов Андрей Петрович,info@azurniva.ru,,(8635) 22-76-50,"346428, г. Новочеркасск, Михайловская, 150 А"
"«Акмаш-Холдинг» ООО, Ростовский филиал","производство и реализация цепей, звездочек к цепям, шестерен; сельхозтранспортеры",Ростовская область,Ростов-на-Дону г.,Рук. филиала: Бузмаков Юрий Николаевич,rostov@akmash.ru,https://akmash.ru/,"(863) 291-13-72, (863) 269-68-88","344111, г. Ростов-на-Дону, Аксайская, 6/1"
«Аксайкардандеталь» АО,"с/х техника (жатки, косилки, запчасти к ним), изготовление карданных валов, шарниров, крестовин для сельхозмашин, предохранительные муфты и др. запчасти к с/х технике",Ростовская область,Аксайский район,Ген дир.: Покровский Вячеслав Павлович,akd.svetlana@akard.ru,http://new.kardandetal.ru/,"(863) 280-08-27, 269-35-11, 280-04-01","346720, г. Аксай, пр. Ленина, 1"
«Алекс-Пак» ООО,"упаковочное оборудование; упаковочные материалы (плёнка, пакеты упаковочные)",Ростовская область,Ростов-на-Дону г.,Дир.: Епишов Алексей Николаевич,alexpak09@rambler.ru,,"(863) 286-96-64, (863) 226-16-08","344025, г. Ростов-на-Дону, 45 Линия, 9"
"«Алефф» ООО, ОП","закупка пшеницы, ячменя",Ростовская область,Волгодонск г.,Дир.: Пономарев Николай Николаевич,aleffvolgodonsk@mail.ru,http://alefftrade.com/,"8-928-762-2777, 8-918-522-2777","347360, г. Волгодонск, Портовая, 2"
«Алмазсельмаш» ООО,"производство сепарирующих машин «Алмаз» для очистки и разделения культур по удельному весу, по биологической ценности семян зерновых, овощных культур",Ростовская область,Миллеровский район,Ген. дир.: Кольмайер Татьяна Владимировна,info@almazselmash.ru,http://www.almazselmash.ru/,"(86385) 3-90-48, (86385) 3-90-50, (86385) 3-90-51, 8-961-439-1040","346130, г. Миллерово, Производственная, 1 Б"
«Альтаир СМ» ООО,"широкий спектр сельскохозяйственной техники, навесное оборудование, сервис, запчасти - реализация",Ростовская область,Зерноградский район,Ген. дир.: Болдин Владимир Анатольевич,"altair@altair-ak.ru, egor@altair-ak.ru, konst@altair-ak.ru, mk@altair-ak.ru, orl@altair-ak.ru, tar@altair-ak.ru, sal@altair-ak.ru","https://altair-ak.ru/, https://altair-ak.ru/","(86359) 4-07-00, (86359) 4-02-00, (86370) 2-27-33, 8-928-160-8637, 8-928-135-7738, 8-928-125-2396, (86341) 2-27-29, 8-928-151-9925, (86375) 3-34-28, (86386) 3-27-25, 8-928-158-5467, (86386) 8-928-125-0170","347740, г. Зерноград, ул. им. Шукшина, 1"
«Альянс Трейд» ООО,"закупка, продажа зерновых",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Севостьянов Константин Борисович,alliance3956@mail.ru,,(863) 320-01-08,"344019, г. Ростов-на-Дону, Каяни, 18, пом. 305"
«Амилко» ООО,"производство различных видов крахмалов, сахаристых продуктов, высокобелковых кормов",Ростовская область,Миллеровский район,Ген. дир.: Болдырев Сергей Леонидович,info@amylco.ru,"https://amylco.ru/ru, https://amylco.ru/ru, https://amylco.ru/ru","(86385) 3-80-01, (86385) 3-80-02","346130, г. Миллерово, Промышленная, 22"
«АМКорм» ООО,"оборудование для переработки отходов (мясо-костных, рыбных, спиртовых, зернопереработки, пищевой и пивоваренной промышл.), технологические линии экструдирования и гранулирования, оборудование для производства и транспортирования кормосмесей",Ростовская область,Волгодонск г.,Дир.: Васенёв Олег Владимирович,amkorm@yandex.ru,http://www.amkorm.ru/,"(86392) 7-74-25, 8-928-901-0425","347360, г. Волгодонск, 7-я Заводская, 88"
«АМР» ГК ООО,"поставка импортной с/х техники, запчасти и комплектующие к комбайнам, тракторам",Ростовская область,Азовский район,Ген. дир.: Погорелов Александр Витальевич,"r, ostov@amr-agro.ru",https://gk-amr.ru/,"(86342) 2-18-50, (86342) 2-18-51, 8-918-569-5111, (86342) 8-989-612-0444, 8-800-301-3444","344082, г. Ростов-на-Дону, Береговая, 8, оф. 911"
«Андив» ООО,"фильтры и фильтрующие элементы для сельхозтехники, спецтехники, грузовых и легковых автомобилей",Ростовская область,Аксайский район,Ген. дир.: Анненко Андрей Сергеевич,andiv172@yandex.ru,https://andiv.ru/,(863) 226-07-75,"346720, г. Аксай, Ленина, 54, оф. 22"
«Антек» ООО,"воздушные, масляные, топливные, гидравлические фильтры для импортных тракторов и комбайнов, смазочные материалы, масла",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Якименко Вячеслав Александрович,rnd@chaykagroup.ru,"https://chayka.group/, https://chayka.group/",(863) 268-85-30,"344010, г. Ростов-на-Дону, М. Горького, 276, бизнес-центр «Колизей», 8-й этаж"
«АНЦ «Донской» ФГБНУ,"семеноводство, селекция оз. пшеницы, озимого и ярового ячменя, сорго, кукурузы, риса, сои, многолетних трав; проведение экспертной оценки почв на пригодность для возделывания сельскохозяйственных культур",Ростовская область,Зерноградский район,Дир.: Пахомов Виктор Иванович,vniizk30@mail.ru,http://vniizk.ru/,"(86359) 4-23-78, 4-14-68, 4-33-82, 4-38-38, 4-24-47, 4-30-63","344744, г. Зерноград, Научный городок, 3"
«АП Донская Земля» ООО,"производство и продажа масла подсолнечного, жмыха, закупка подсолнечника, топливные брикеты",Ростовская область,Кашарский район,Ген. дир.: Бигма Виктор Викторович,info@ap-donland.ru,,8-918-597-9326,"346200, сл. Кашары, Степана Товстика, 24 А"
«АПК «Беловодье» ООО,"закупка и реализация отходов переработки подсолнечника; производство, реализация масла подсолнечного, рапсового, жмыха, пеллет из лузги",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Городецкий Юрий Андреевич,belovod2022@mail.ru,,"8-905-455-8181, 8-919-888-9301","344082, г. Ростов-На-Дону, Большая Садовая 4, ком. 23"
«АПМ-КОМПАС» ООО,"удобрения, биопрепараты, СЗР",Ростовская область,Ростов-на-Дону г.,Дир.: Шкуратова Ирина Алексеевна,"info@, compasdon, .com",https://compasdon.com/,"(863) 211-10-81, 8-928-185-5234","344029, г. Ростов-на-Дону, Металлургическая, 102/2, ИЛК РостНИИТМа, оф. 103"
«АПО Алеко-полимеры» ООО,"полипропиленовые мешки, бикбеги, оборудование по производству полипропиленовых мешков",Ростовская область,Ростов-на-Дону г.,упр. ИП: Шилина Наталья Анатольевна,info@alekogroup.ru,http://alekogroup.ru/,(863) 261-88-88,"344006, г. Ростов-на-Дону, Соколова, 29"
«АрмаПласт» ООО,"закупка, переработка, фасовка, реализация проса",Ростовская область,Волгодонск г.,Дир.: Лазарев Алексей Иванович,ucv2006@yandex.ru,,8-928-145-2666,"347360, г. Волгодонск, 7-я Заводская, 128, оф. 2"
«Армопласт» ООО,"композитная арматура, композитные опоры для растений",Ростовская область,Таганрог г.,Ген. дир.: Котинев Дмитрий Михайлович,zakaz@armo-plast.ru,https://armoplast.ru/,8-800-500-5708,"347917, г. Таганрог, пер. 7-й Новый, 110 Д"
«АСК» компания АО (Аксайский район),"зерновые, овощеводство; управляющая компания (юридические услуги сельхозпроизводителям)",Ростовская область,Аксайский район,Ген. дир.: Слепченко Оксана Александровна,"a, sk.aksai@yandex.ru",,(863) 318-02-64,"346720, Аксайский р-н, г. Аксай, Объездная, 5, 2 этаж"
«АСТ-Миллерово» филиал «Агростроительные технологии» ООО,"сельхозтехника - ремонт, техобслуживание",Ростовская область,Миллеровский район,Дир.: Сидоренко Сергей Владимирович,act@mail.ru,"https://act.su/, https://act.su/","8-800-100-2445, 8-928-160-2952","346132, г. Миллерово, Седова, 12"
«Астон» АО,"закупка и продажа зерновых на экспорт; жмых подсолнечный, шрот; производство растительного масла торговых марок «Затея», «Волшебный край», «Светлица», «Астон»",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Викулов Вадим Иванович,comm@aston.ru,http://www.aston.ru/,"(863) 261-81-00, 261-81-41","344022, г. Ростов-на-Дону, Суворова, 91"
«Астон» АО Глубокинский филиал,"приемка, хранение, отгрузка зерновых, масличных",Ростовская область,Каменский район,Дир.: Темников Виктор Викторович,glub@aston.ru,http://www.aston.ru/,(863) 261-81-00,"347850, Каменский р-н, п. Глубокий, Новоэлеваторная, 1"
«Астон» ОАО Константиновский филиал,"приемка, хранение, отгрузка зерновых, масличных",Ростовская область,Константиновский район,Дир.: Степаненко Вячеслав Геннадьевич,konst@aston.ru,,"(86393) 2-40-16, (86393) 2-11-59","347250, г. Константиновск"
«Астон» ОАО Трубецкой филиал,"приемка, хранение, отгрузка зерновых, масличных",Ростовская область,Сальский район,Дир.: Зимовец Максим Иванович,trub@aston.ru,,"(86372) 7-82-01, 7-82-03","347628, Сальский р-н, п. Гигант, пер. Жданова, 1"
«Атаман» ООО,"запчасти на технику для уборки сахарной свеклы - производство, техобслуживание; производство дисковых борон «Grizzly», запчасти; сервис, гарантия",Ростовская область,Ростов-на-Дону г.,Дир.: Гондарев Александр Михайлович,ooo-ataman@mail.ru,,"(863) 203-71-67, 203-71-68","344000, г. Ростов-на-Дону, 50-летия Ростсельмаша, 1/52, оф. 320"
«Атаманский элеватор» АО,"приемка, хранение, подработка, отгрузка зерновых, масличных культур",Ростовская область,Егорлыкский район,Ген. дир.: Поздняков Александр Юрьевич,atamanelevator@mail.ru,,"(86370) 2-18-49, 8-919-568-7090, (86370) 8-912-971-7888","347760, Егорлыкский р-н, ст. Егорлыкская, Элеваторная, 20"
«АТИ» ООО,"средства защиты растений, водорастворимые удобрения; работы по исследованию и внедрению современных биотехнологий, листовая диагностика растений, ветпрепараты (для КРС)",Ростовская область,Зерноградский район,Дир.: Денисенко Антон Иванович,don@ati-agro.ru,https://www.ati-agro.ru/,"(86359) 4-15-05, 8-918-561-1116","347740, г. Зерноград, пер. Селекционный, 13 А, оф. 110"
«Атлант-А» ООО,"система промышленных трубопроводов (для кормления, поения КРС, свиней, птиц; для орошения)",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Качерский Евгений Николаевич,evkach@atlant-a.com,"http://www.afinara.ru/, https://atlant-a.com/, https://atlant-a.com/","(863) 219-21-15, 8-938-135-8305","344000, г. Ростов-на-Дону, 50-летия Ростсельмаша, 6 В, 9 этаж, к. 10"
«АТР» («АгроТехРус») ООО,"прицепная, навесная сельхозтехника, запчасти",Ростовская область,Батайск г.,Ген. дир.: Чумаева Лариса Игоревна,atr-161@mail.ru,http://www.atr61.ru/,8-960-468-1207,"346886, г. Батайск, Самарское шоссе, 1, офис 4"
«Багаевский водный терминал» ООО,"хранение, отгрузка зерновых, масличных",Ростовская область,Багаевский район,Дир.: Сакменов Владимир Иванович,bvt10@mail.ru,,"(86357) 3-22-22, (863) 303-28-76","346610, ст. Багаевская, Московская, 1 К"
«Багаевское ХПП» филиал ЗАО «Агропром-Импэкс»,"хранение, складирование, отгрузка зерновых, масличных",Ростовская область,Багаевский район,Дир. ф-ла: Шевченко Сергей Борисович,bagaevskoe.hpp@yandex.ru,,"(86357) 3-39-83, 3-24-00","346610, Багаевский р-н, ст. Багаевская, Московская, 1 Е"
"База хранения минудобрений в г. Сальск, ООО «ФосАгро-Дон»","СЗР, удобрения",Ростовская область,Сальский район,Дир.: Ковтун Виктор Вячеславович,,,"(86372) 5-66-56, 5-66-60, 5-60-77","347630, г. Сальск, К. Маркса, 1 А"
"«Байер КропСайенс», представительство","СЗР; семена пропашных культур (подсолнечник, кукуруза)",Ростовская область,Ростов-на-Дону г.,Менедж. по продажам: Кусуров Виталий Валентинович,,http://www.bayercropscience.ru/,8-918-558-0415,"344018, г. Ростов-на-Дону, Текучева, 139/94, 8 эт."
«Бархан» ООО,производство и реализация гидроцилиндров,Ростовская область,Ростов-на-Дону г.,Дир.: Запорожцев Игорь Васильевич,director@barhan-rostov.ru,https://xn----7sbaci8diandmm6a.xn--p1ai/,8-903-406-6241,"344065, г. Ростов-на-Дону, Орская, 27, стр. 2"
«Бастон» ООО,"продажа минеральных удобрений, оптовая торговля зерном",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Пригорнева Анастасия Алексеевна,"777opa161@gmail.c, om",,8-928-279-5676,"344029, г. Ростов-на-Дону, Воровского, 29/30, к. 70"
«БАСФ» ООО,средства защиты растений,Ростовская область,Батайск г.,Регион. предст-ль: Новак Алексей Петрович,agro-service@basf.com,,8-988-257-2641,"346885, г. Батайск, Северный массив, 8"
«Батайское ПО «Электросвет» ООО,производство и реализация электрической проводки для комбайнов,Ростовская область,Батайск г.,Ген. дир.: Синегубов Олег Михайлович,"svet.bataysk@, yandex.ru",,"(86354) 7-08-07, 7-01-80, 7-44-71","346880, г. Батайск, Орджоникидзе, 126"
"«Бауэр» ООО, оф. дилер CLAAS","поставка и обслуживание отечественной и импортной сельхозтехники (комбайны, тракторы, почвообрабатывающая техника)",Ростовская область,Батайск г.,Дир.: Туишев Рустем Рафаильевич,marketing@bauer-claas.ru,https://bauer-claas.ru/,(863) 333-35-15,"346880, г. Батайск, Восточное шоссе, 3"
«БВН Инжиниринг» ООО,спецодежда - производство и реализация,Ростовская область,Новочеркасск г.,,bvn@bvn.ru,https://www.bvn.ru/,"(8635) 22-43-57, 22-80-17","346428, г. Новочеркасск, Троицкая, 39/166"
«Бейо Семена Ростов» ООО,семена овощных культур голландской селекции для открытого и закрытого грунта,Ростовская область,Ростов-на-Дону г.,Дир.: Феодориди Елена Христофоровна,rostov@bejo.ru,http://www.bejo.ru/,(863) 200-03-33,"юр. адрес: 344009, г. Ростов-на-Дону, Шолохова, 258, помещ. литера А"
«Белагро-сервис» АСК ООО,"сельхозтехника, запчасти к сельхозтехнике, сервисное обслуживание",Ростовская область,Ростов-на-Дону г.,Дир. филиала: Мальцева Александра,"rostov@belagro.com, agro@belagro.com",https://1belagro.com/,"(863) 206-10-99, 8-800-505-5731","344111, г. Ростов-на-Дону, пр-кт 40-летия Победы, 117 Б"
«БелаРУС-Юг»ТД ООО,поставка с/х техники,Ростовская область,Гуково г.,Ген. дир.: Рогожников Дмитрий Владимирович,euroresgroup@mail.ru,https://www.euroresgroup.ru/,8-928-770-3161,"347871, г. Гуково, Ватутина, 2 Е"
«БеларусЮгСервис» ООО (г. Азов),"комбайны, тракторы, запчасти и комплектующие к комбайнам, тракторам",Ростовская область,Азовский район,Дир.: Балацкий Николай Алексеевич,belarusugservis@mail.ru,http://belarusugservis.ru/,"(86342) 5-01-20, (86342) 5-00-41","346780, г. Азов, Дружбы, 13 А"
«Берего-укрепительная компания» СВН ООО,строительство сельскохозяйственных и гидротехнических сооружений,Ростовская область,Новочеркасск г.,Дир.: Симов Владимир Николаевич,simov_vladimir@mail.ru,,8-951-525-0724,"346400, г. Новочеркасск, Грушевская, 11 А"
«Бестек-Инжиниринг» ООО,оборудование для перерабатывающей и пищевой промышленности,Ростовская область,Ростов-на-Дону г.,Ген. дир.: Лемешевский Максим Юрьевич,sales@besteg.ru,http://www.besteq.ru/,(863) 333-2099,"344064, г. Ростов-на-Дону, пер. Радиаторный, 10, оф. 1"
«Бизон» Агротехнологический холдинг,"российская и импортная с/х и дорожно-строительная техника, запчасти, сервис; оборудование для элеваторов и семенных линий; строительство под ключ и переоснащение элеваторов",Ростовская область,Ростов-на-Дону г.,Рук.: Суховенко Сергей Леонидович,bizon@bizonagro.ru,https://www.bizonagro.ru/ru/,(863) 290-86-86,"центр. офис: 344093, г. Ростов-на-Дону, Днепропетровская, 81/1"
«Бизон Юг» ООО (Пролетарский район),запчасти к с/х технике,Ростовская область,Пролетарский район,Упр.: Лиховцов Сергей Алексеевич,proletarsk@bizon2011.ru,,"(86374) 9-66-64, (86374) 9-66-22","347540, г. Пролетарск, Железнодорожный, 9 Б"
«БиоАгроСервис» ЗАО,"семена пропашных культур, сорго; СЗР, биопрепараты",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Аникеев Евгений Александрович,info@basagro.ru,"http://basagro.ru/, http://basagro.ru/",(863) 200-77-33,"344000, г. Ростов-на-Дону, Менжинского, 2 Л, оф. 214"
«Биомедпрепараты» ООО,продажа ветпрепаратов,Ростовская область,Ростов-на-Дону г.,Ген. дир.: Хван Вероника Николаевна,zaobmp@bk.ru,,"(863) 299-40-05, (863) 264-16-55","344103, г. Ростов-на-Дону,Зорге, 70, офис 2 П"
«Биоцентр Дон» НПО ООО,"препараты Стимикс для биологизирования почвы, микробного разложения стерни, обогащения почвы микроорганизмами, очищения почвы от корневых гнилей",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Харченко Александр Генрихович,biodon61@bk.ru,http://www.stimix.ru/,(863) 201-40-46,"344065, г. Ростов-на-Дону, Орская, 7, оф. 203"
«Благодарное-А» ООО,"зерновые, зернобобовые культуры; семена масличных",Ростовская область,Азовский район,Дир.: Благодарный Вячеслав Викторович,"terjaeva_luda@mail.ru, terjaeva_luda@mail.ru",,"8-928-621-1920, 8-928-130-6495","346780, г. Азов, Энгельса, 14, оф. 404"
«Блюмагро» ООО,"семена сельхозкультур; минеральные удобрения, средства защиты растений, листовое питание, гуматы, стимуляторы, корректоры питания химического и биологического происхождения",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Бахмацкий Дмитрий Сергеевич,blumagro89@mail.ru,"https://blumagro.ru/, https://blumagro.ru/","143-145, 8-928-149-9883, 8-928-610-0012, 8-938-157-7702, 8-928-100-4660","344002, г. Ростов-на-Дону, М. Горького, 143-145, оф. 8"
"«Боненкамп» ООО, ОП в Ростове-на-Дону","шины, камеры, колеса, диски, оси и др. комплектующие для сельхозтехники, спецтехники",Ростовская область,Аксайский район,Дир.: Ливада Алексей Юрьевич,aleksey.livada@bohnenkamp-russia.ru,http://bohnenkamp-russia.ru/,(863) 333-90-63,"346735, Аксайский р-н, х. Нижнетемерницкий, Гайдара, 6"
«Бонум» ООО,"производство прицепов, полуприцепов и надстроек для сельхозкультур, полуприцепов-цистерн для ГСМ, цемента и минеральных порошков",Ростовская область,Ростов-на-Дону г.,Дир.: Михайленко Александр Сергеевич,info@bonum-trailer.ru,https://www.bonum-trailer.ru/,"8-800-550-0161, 8-800-444-4398, (863) 310-01-22","344091, г. Ростов-на-Дону, Пескова, 1, строение 1, пом. 206"
«Братья» ПКФ ООО,"хранение, складирование, отгрузка зерновых",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Волков Андрей Павлович,,,"(863) 261-88-22, (863) 268-82-23","344002, г. Ростов-на-Дону, 1-я Луговая, 19"
«Бриф» ООО,"решета, сита для зерноочистки, перфолист, решета для дробилок, секционные заборы, урны; запчасти для с/х техники",Ростовская область,Ростов-на-Дону г.,Ген. дир.: Савченко Денис Алекандрович,3010130@mail.ru,,"(863) 301-01-30, 8-903-433-3696","344064, г. Ростов-на-Дону, Вавилова 53, оф. 217"
«Вега» ООО (Ростов-на-Дону г.),"трактора, минитрактора, опрыскиватели, погрузчики и другая спецтехника",Ростовская область,Ростов-на-Дону г.,Комм. дир.: Мельников Константин Сергеевич,service@vega93.ru,http://vega93.ru/,"8-800-600-2839, (863) 309-39-79, 8-918-520-1047","344037, г. Ростов-на-Дону, 14 Линия, 88, оф. 306"
«Вектор Агро» ООО,"услуги по внесению удобрений, опрыскиванию с/х культур пневмоходами, уборке урожая",Ростовская область,Тарасовский район,Дир.: Фоменко Сергей Петрович,vektoragro61@yandex.ru,https://www.ooovektoragro.ru/,"(86386) 3-59-52, 8-938-113-7424, (86386) 8-928-101-8223","346055, Тарасовский р-н, п. Донская Нива, Северная, 5, оф. 5"
«Вектор-Р» ООО,"посевное оборудование (сеялки), оборудование для очистки и транспортировки зерна; торговый представитель МСНПП «Клён»",Ростовская область,Донецк г.,Дир.: Сухарева Елена Сергеевна,klen-agro@yandex.ru,https://xn----8sbjfygplr.xn--p1ai/,8-989-229-5612,"346330, г. Донецк, пр-т Ленина, 30 А, пом. 2"
«Велес» НПП ООО,"реализация СЗР, ветпрепаратов; консультации",Ростовская область,Ростов-на-Дону г.,Дир.: Погосов Армен Вазгенович,veles-rostov@mail.ru,,"(863) 272-32-02, (863) 272-32-92","344009, г. Ростов-на-Дону, Шолохова, 298/6"
«Велес» ООО (г. Ростов-на-Дону),"запчасти на с/х технику, грузовые автомобили отечественного и импортного производства",Ростовская область,Ростов-на-Дону г.,Дир.: Кушнарев Виталий Анатольевич,veles-rostov@yandex.ru,https://veles-ros.ru/,"8-905-432-5566, 8-903-406-1070","344011, г. Ростов-на-Дону, Механизаторов, 10"
«Велес» ООО (г. Ростов-на-Дону),"сельхозтехника, запчасти на сельхозтехнику, спецтехника",Ростовская область,Ростов-на-Дону г.,Дир.: Макухин Сергей Александрович,velesr@yandex.ru,,(863) 262-47-09,"344002, г. Ростов-на-Дону, Серафимовича, 53 А, оф. 9 Л"
«Велес» ООО (Егорлыкский р-н),производство кормовых добавок,Ростовская область,Егорлыкский район,Ген. дир.: Попов Виталий Владимирович,,https://kormdobavka.ru/,"8-800-201-9868, 8-991-087-1817","347664, Егорлыкский р-н, ст. Егорлыкская, пер. Первомайский, 155 Г"
«Вертикаль» ГК,"спецтехника, с/х техника, запчасти",Ростовская область,Аксайский район,,map@gkvertikal.ru,https://gkvertikal.ru/,(863) 333-05-45,"346731, Аксайский р-н, х. Нижнетемерницкий, Гайдара, 6 К"
«Ветагроснаб» ООО,"ветпрепараты, кормовые добавки, удобрения",Ростовская область,Ростов-на-Дону г.,Дир.: Ханенко Вячеслав Владимирович,,"https://vetagro61.ru/, https://vetagro161.ru/","(863) 427-70-21, 8-950-866-7021, (863) 8-906-185-3555","344068, г. Ростов-на-Дону, Нариманова, 52"
«ВиАл Логистик» ООО,услуги грузоперевозок для сельхозпроизводителей,Ростовская область,Ростов-на-Дону г.,Ген. дир.: Цыбулин Александр Владимирович,atsybulin87@mail.ru,,8-903-464-13-13,"344090, г. Ростов-на-Дону, Доватора, 185 А, оф. 8"
