Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
Администрация Муниципального Образования Ясногорский район,,Тульская область,Ясногорский район,Глава: Мухин Владимир Владимирович,ased_mo_yasnogorsk@tularegion.ru,https://yasnogorskij-r71.gosweb.gosuslugi.ru/,(48766) 4-02-89,"301031, г. Ясногорск, П. Смидовича, 8"
Сектор сельхозпроизводства администрации МО Ясногорский район,,Тульская область,Ясногорский район,Нач.: Блинов Юрий Вячеславович,yasnogorsk.apk@tularegion.org,https://yasnogorskij-r71.gosweb.gosuslugi.ru/ofitsialno/struktura-munitsipalnogo-obrazovaniya/ispolnitelno-rasporyaditelnyy-organ-munitsipalnogo-obrazovaniya/strukturnye-podrazdeleniya/sektor-selhozproizvodstva/,(48766) 2-14-39,"301031, г. Ясногорск, П. Смидовича, 8"
71_Ясногорский_КФХ 001,"зерновые, технические",Тульская область,Ясногорский район,,,,8-961-121-0066,"301044, п. Первомайский"
71_Ясногорский_КФХ 002,"зерновые, зернобобовые",Тульская область,Ясногорский район,,,,8-961-152-7070,"301051, д. Тайдаково"
71_Ясногорский_КФХ 003,"пшеница, горох",Тульская область,Ясногорский район,,,,8-906-629-8188,"301030, г. Ясногорск"
«Авиаген» ООО,"птицеводство племенное, суточные цыплята",Тульская область,Ясногорский район,Ген. дир.: Стародубцев Валерий Валентинович,,,"(4872) 70-22-06, 8-903-036-0039","301036, д. Каменка, Весенняя, 20"
«Интеркрос Центр» ООО,"КРС (мясной, молочный)",Тульская область,Ясногорский район,Ген. дир.: Баранов Владимир Сергеевич,interkros-centr@yandex.ru,,(4872) 38-49-84,"301054, с. Хотушь, Восточная, 1"
«Реал» ООО,"зерновые, зернобобовые, масличные, КРС",Тульская область,Ясногорский район,Дир.: Джалилов Лукман Джалилович,,,(4872) 71-65-15,"301053, п. Санталовский, Зеленая, 6, к. 12"
«Рост'ОК» ООО,"пшеница, гречиха, рапс, горох",Тульская область,Ясногорский район,Дир.: Одинцов Иван Николаевич,em.rostok@yandex.ru,,8-920-777-3264,"301037, с. Денисово, Советская, 76"
«Рума-Агро» ООО,"пшеница, ячмень",Тульская область,Ясногорский район,Ген. дир.: Проценко Андрей Владимирович,ruma.agro@mail.ru,,8-977-888-4942,"301049, п. Есуковский, Садовая, 6"
«Ясногорские Сыры» ООО,"производство сыра и сырных продуктов, масел и жиров, маргариновой продукции, молока и молочной продукции.",Тульская область,Ясногорский район,Ген. дир.: Авдюхина Наталья Александровна,sales@yaprod.ru,https://yaprod.ru/,"(48766) 3-61-76, 8-999-888-4433","301053, п. Санталовский, Дорожная, 3, помещ. 1"
«Ясногорский сыр» ООО,"пр-во сыра, сырной продукции, маргарина",Тульская область,Ясногорский район,Ген. дир.: Арсентьева Марина Владимировна,ysnochiz22@mail.ru,,"(487) 663-61-76, 8-903-697-8886","301030, г. Ясногорск, Ленина, 3, помещ. 3"
71_Венёвский_КФХ 003,"пшеница, ячмень, соя, рапс; картофель",Тульская область,,,,,8-962-273-3325,"301326, с. Прудищи"
71_Ефремовский_КФХ 005,"пшеница, соя, ячмень",Тульская область,,,,,"8-962-277-0405, 8-903-421-9635","301876, с. Яндовка"
71_Кимовский_КФХ 009,"пшеница, рапс, КРС, свиньи",Тульская область,,,,,8-905-111-0430,"301740, с. Рождествено"
«Белёвские Овощи» ООО,"зерновые, масличные",Тульская область,,Дир.: Мазурин Владимир Анатольевич,b.ovoshi@yandex.ru,,8-903-845-88-24,"301531, г. Белев, Карла Маркса, 138"
«Зеленый Сад» ООО,садоводство (яблоки),Тульская область,,Дир.: Сережников Анатолий Петрович,zelensad2014@mail.ru,,8-906-531-0393,"301900, п. Мичуринский, д. 28"
Карла Маркса имени СПК,"пшеница, ячмень, соя, КРС (молочный)",Тульская область,,Предс.: Корсаков Анатолий Николаевич,buhmarksa@list.ru,,"(48752) 3-25-17, (48752) 3-25-18","301493, д. Савватеевка"
«Мещерино» ООО,"пшеница, ячмень, КРС",Тульская область,,Дир.: Махмудов Тельман Сеидуллаевич,buh_mesherino@list.ru,,(48752) 3-12-35,"301478, с. Мещерино, Центральная, 14"
«Одоевский Маслозавод» ОАО,производство молочной продукции,Тульская область,,Ген. дир.: Турчин Алексей Геннадьевич,odoev-mz@mail.ru,,"(48736) 4-12-58, 4-17-52","301440, р.п. Одоев, Льва Толстого, 21"
