Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
34_Октябрьский_КФХ 041,зерновые,Волгоградская область,Октябрьский район,,,,8-902-092-2612,"404338, с. Громославка"
34_Октябрьский_КФХ 042,"ячмень, озимая пшеница",Волгоградская область,Октябрьский район,,,,8-937-533-8010,"404335, х. Шебалино"
34_Октябрьский_КФХ 043,зерновые,Волгоградская область,Октябрьский район,,,,8-902-382-0299,"404331, х. Заливский"
34_Октябрьский_КФХ 044,зерновые; КРС (мясной),Волгоградская область,Октябрьский район,,,,8-937-722-1195,"404302, ст. Абганерово"
34_Октябрьский_КФХ 045,зерновые,Волгоградская область,Октябрьский район,,,,8-937-735-6402,"404312, с. Шелестово"
34_Октябрьский_КФХ 046,зерновые,Волгоградская область,Октябрьский район,,,,"8-927-527-2131, 8-902-094-0116","404329, с. Ивановка"
34_Октябрьский_КФХ 047,зерновые,Волгоградская область,Октябрьский район,,,,8-902-097-6151,"404338, с. Громославка"
34_Октябрьский_КФХ 048,"пшеница, ячмень",Волгоградская область,Октябрьский район,,,,"(84475) 6-67-05, 8-902-654-5724","404334, х. Ильмень-Суворовский"
34_Октябрьский_КФХ 049,озимая пшеница; КРС (молочный),Волгоградская область,Октябрьский район,,,,8-927-060-1625,"404306, с. Жутово 2-е"
34_Октябрьский_КФХ 050,зерновые,Волгоградская область,Октябрьский район,,,,8-927-509-8594,"404334, х. Ильмень-Суворовский"
34_Октябрьский_КФХ 051,"КРС, зерновые",Волгоградская область,Октябрьский район,,,,8-905-064-8544,"404321, р.п. Октябрьский"
34_Октябрьский_КФХ 052,"пшеница, ячмень, просо, горчица, КРС (молочный)",Волгоградская область,Октябрьский район,,,,"8-905-061-0235, (84475) 6-61-98","404314, с. Васильевка"
34_Октябрьский_КФХ 053,озимая пшеница,Волгоградская область,Октябрьский район,,,,8-927-534-6301,"404335, х. Шебалино"
34_Октябрьский_КФХ 054,зерновые,Волгоградская область,Октябрьский район,,,,8-937-731-7808,"404321, р.п. Октябрьский"
34_Октябрьский_КФХ 055,зерновые,Волгоградская область,Октябрьский район,,,,8-927-514-4359,"404338, с. Громославка"
34_Октябрьский_КФХ 056,"пшеница, ячмень",Волгоградская область,Октябрьский район,,,,8-937-739-6579,"404338, с. Громославка"
34_Октябрьский_КФХ 057,"зерновые, зернобобовые",Волгоградская область,Октябрьский район,,,,"(84475) 6-52-45, 8-927-521-5060","404331, х. Заливский"
34_Октябрьский_КФХ 058,"озимая пшеница, ячмень",Волгоградская область,Октябрьский район,,,,8-902-094-0116,"404338, с. Громославка"
34_Октябрьский_КФХ 059,зерновые,Волгоградская область,Октябрьский район,,,,8-902-383-9153,"404302, ст. Абганерово"
«Аксайское» АО,"зерновые, кормовые культуры",Волгоградская область,Октябрьский район,Дир.: Полторынкин Сергей Сергеевич,zavetylenina@rambler.ru,,8-905-333-2802,"404311, с. Аксай, Усадьба колхоза, 33 А"
«Васильевский» СПК (Октябрьский район),зерновые; овцеводство,Волгоградская область,Октябрьский район,Предс.: Насонов Иван Васильевич,vasspk@yandex.ru,,"8-905-391-3847, (84475) 6-61-16, (84475) 6-61-18","404314, с. Васильевка, Центральная, 7"
Кирова им. АО,зерновые,Волгоградская область,Октябрьский район,Дир.: Светличный Олег Николаевич,ao-kirova2018@yandex.ru,,"8-903-405-4669, (84475) 6-45-17","404306, с. Жутово Второе"
«Колос» СПК (Октябрьский район),"озимая пшеница, горчица",Волгоградская область,Октябрьский район,Предс.: Серебряков Владимир Федорович,kolooss@yandex.ru,,8-904-777-2222,"404335, х. Шебалино, Кооперативная, 9"
«Октябрьский» СПК,зерновые,Волгоградская область,Октябрьский район,Предс.: Насонов Николай Васильевич,org.spk.oktybrskii@mail.ru,,"(84475) 6-59-34, 6-59-17, 8-909-391-9509","404339, п. Советский, Рабочая, 1"
«Перегрузненское» АО,озимая и яровая пшеница,Волгоградская область,Октябрьский район,Дир.: Серебряков Владимир Федорович,spk.peregruznoe@mail.ru,,(84475) 6-65-18,"404313, с. Перегрузное, Центральная, 57"
«Фрегат» СХП ООО,зерновые,Волгоградская область,Октябрьский район,Предс.: Гринько Сергей Евгеньевич,svetlana.grinko@yandex.ru,,"8-903-370-3516, (84475) 6-15-89","404321, р.п. Октябрьский, Тракторная, 2 Б"
«Жутовский элеватор» АО,"хранение, закупка зерна",Волгоградская область,Октябрьский район,Ген. дир.: Хаустов Иван Петрович,gutovo_el@mail.ru,,"(84475) 6-11-91, 6-14-91","404321, Октябрьский р-н, р.п. Октябрьский, Круглякова, 4 А"
«Октябрьский элеватор» ООО,"прием, хранение, подработка зерновых",Волгоградская область,Октябрьский район,Ген. дир.: Димитров Дмитрий Владимирович,"info@okt, yabrsky.dholding.ru",,(84475) 6-14-05,"404321, Октябрьский р-н, п. Октябрьский, Элеваторная, 1"
Администрация Ольховского муниципального района,,Волгоградская область,Ольховский район,Глава муниципального района: Солонин Алексей Васильевич,ra_olhov@volganet.ru,"http://xn--80adsebcfwbbgvj7c8f.xn--p1ai/, http://xn--80adsebcfwbbgvj7c8f.xn--p1ai/",(84456) 2-12-50,"403651, с. Ольховка, Комсомольская, 7"
Отдел сельского хозяйства Ольховского муниципального района Волгоградской области,,Волгоградская область,Ольховский район,Нач.: Кубрина Людмила Александровна,ol306471@yandex.ru.ru,,"(84456) 2-13-07, (8442) 30-64-71","403651, с. Ольховка, Комсомольская, 9"
34_Ольховский_КФХ 001,"озимая пшеница, подсолнечник",Волгоградская область,Ольховский район,,,,8-904-750-1491,"403651, с. Ольховка"
34_Ольховский_КФХ 002,зерновые,Волгоградская область,Ольховский район,,,,8-904-411-8595,"403663, п. Нежинский"
34_Ольховский_КФХ 003,"пшеница, ячмень, нут",Волгоградская область,Ольховский район,,,,8-902-093-7552,"403667, с. Михайловка"
34_Ольховский_КФХ 004,"озимая пшеница, подсолнечник",Волгоградская область,Ольховский район,,,,8-961-061-0601,"403831, с. Семеновка"
34_Ольховский_КФХ 005,"пшеница, ячмень, нут, подсолнечник",Волгоградская область,Ольховский район,,,,8-902-656-7435,"403667, с. Михайловка"
34_Ольховский_КФХ 006,овцы,Волгоградская область,Ольховский район,,,,8-937-703-9409,"403651, с. Ольховка"
34_Ольховский_КФХ 007,"пшеница, ячмень, рожь",Волгоградская область,Ольховский район,,,,8-995-426-5199,"403673, п. Октябрьский"
34_Ольховский_КФХ 008,"зерновые, зернобобовые, подсолнечник",Волгоградская область,Ольховский район,,,,8-987-651-8888,"403660, с. Киреево"
34_Ольховский_КФХ 009,зерновые,Волгоградская область,Ольховский район,,,,8-904-438-9035,"403660, с. Киреево"
34_Ольховский_КФХ 010,"пшеница, рожь, подсолнечник",Волгоградская область,Ольховский район,,,,8-902-654-0843,"403651, с. Ольховка"
34_Ольховский_КФХ 011,зерновые,Волгоградская область,Ольховский район,,,,8-904-420-9354,"403654, с. Липовка"
34_Ольховский_КФХ 012,"зерновые, технические",Волгоградская область,Ольховский район,,,,8-961-059-1727,"403659, с. Ягодное"
34_Ольховский_КФХ 013,"зерновые, подсолнечник",Волгоградская область,Ольховский район,,,,8-902-653-7000,"403651, с. Ольховка"
34_Ольховский_КФХ 014,"пшеница, ячмень",Волгоградская область,Ольховский район,,,,8-905-433-2198,"403673, п. Октябрьский"
34_Ольховский_КФХ 015,зерновые,Волгоградская область,Ольховский район,,,,8-902-381-2800,"403670, с. Солодча"
«Агро-Бизнес» ООО,зерновые,Волгоградская область,Ольховский район,Дир.: Сергеев Иван Васильевич,ivan8500@mail.ru,,8-961-660-6896,"офис: 403651, с. Ольховка, Энергетиков, 2 Б"
«Агро-Плюс» ООО,зерновые,Волгоградская область,Ольховский район,Дир.: Сивков Сергей Валерьевич,ooo.agro.plyus@yandex.ru,,8-995-417-8088,"403673, п. Октябрьский, С. Алыхова, 23"
«АПК-Романовка» ООО,"зерновые, масличные",Волгоградская область,Ольховский район,Дир.: Бородин Юрий Владимирович,apk-romanovka@yandex.ru,,8-937-086-7838,"403651, с. Ольховка, Советская, 3, пом. 1"
«Виктория» ООО (Ольховский р-н),"зерновые, масличные",Волгоградская область,Ольховский район,Дир.: Лемякин Михаил Владимирович,viktoriya.gurovo@gmail.com,,"8-961-670-5665, 8-903-315-4287","403666, х. Гурово, Центральня, 24"
«Горизонт-Агро» ООО,"пшеница, подсолнечник, рожь, тритикале",Волгоградская область,Ольховский район,Дир.: Жирнов Виктор Александрович,gorizont-agro@yandex.ru,,"8-960-868-1698, (84456) 5-82-36","403661, с. Рыбинка, Молодежная, 8"
«Гусёвка» ООО,"зерновые, масличные, семена однолетних трав",Волгоградская область,Ольховский район,Дир.: Объедков Владимир Александрович,ooogusevka@yandex.ru,,"(84456) 5-41-41, 5-41-23, 5-42-34, 8-927-541-3362","403662, с. Гусевка, Садовая, 1"
«Единство» ООО,"зерновые, зернобобовые",Волгоградская область,Ольховский район,Дир.: Барасов Арстан Напиганович,g.corolewa2011@yandex.ru,,8-903-376-2442,"403665. с. Каменный Брод, Успенская, 12"
«Зензеватка» ООО,"зерновые, масличные",Волгоградская область,Ольховский район,Дир.: Лондарь Андрей Анатольевич,talovka7@yandex.ru,,8-904-752-7097,"403651, с. Ольховка, Октябрьская, 29"
«Киреево» ООО,"зерновые, масличные",Волгоградская область,Ольховский район,Дир.: Медведев Геннадий Валерьевич,v.remez2012@yandex.ru,,(84456) 5-51-99,"403660, с. Киреево, Центральная, 1"
«Киреево» ООО,зерновые,Волгоградская область,Ольховский район,Дир.: Медведев Геннадий Валерьевич,,,(84456) 5-51-99,"403660, с. Киреево, Центральная"
«Клиновское» ООО,зерновые,Волгоградская область,Ольховский район,Дир.: Пяткин Евгений Владимирович,spk-garant@yandex.ru,,8-961-662-6886,"403651, с. Клиновка, Балочная, 1"
«Маяк» ООО (Ольховский район),"озимая пшеница, ячмень, тритикале, сафлор, нут",Волгоградская область,Ольховский район,Дир.: Ребенздорф Виталий Викторович,,,8-902-094-0575,"403673, п. Октябрьский, Молодежная, 1 А"
«Рассвет» ООО (Ольховский район),зерновые,Волгоградская область,Ольховский район,Дир.: Салов Сергей Александрович,"rassvet.ooo, 2012@yandex.ru",,"8-902-658-7485, 8-904-779-1037","403665. с. Каменный Брод, Верхняя, 24"
«СН-Агрис» ООО,"зерновые, масличные культуры",Волгоградская область,Ольховский район,Дир.: Сергеев Григорий Иванович,sn-agris@yandex.ru,,"8-960-887-1400, 8-903-479-0138","403673, п. Октябрьский, Молодежная, 11/2"
«Солодча» АО,зерновые,Волгоградская область,Ольховский район,Дир.: Карасёв Юрий Геннадьевич,popov.spksolodcha@yandex.ru,,"(84456) 5-32-67, 5-32-06","403670, с. Солодча"
«Теллус-Агро» ООО,зерновые,Волгоградская область,Ольховский район,Дир.: Ильменский Сергей Александрович,,,(84456) 5-51-99,"403660, с. Киреево, Новая, 11"
«Удача» ООО,зерновые,Волгоградская область,Ольховский район,Дир.: Дюшен Владимир Олегович,,,8-937-093-2773,"403671, с. Захаровка, Московская, 8"
«Гусёвка» ООО,"зерновые, масличные, семена однолетних трав",Волгоградская область,Ольховский район,Дир.: Объедков Владимир Александрович,ooogusevka@yandex.ru,,"(84456) 5-41-41, 5-41-23, 5-42-34, 8-927-541-3362","403662, с. Гусевка, Садовая, 1"
«Зензеватский элеватор» ОАО,"прием, хранение, подработка зерновых, оптовая торговля зерном",Волгоградская область,Ольховский район,Ген. дир.: Цыбин Александр Юрьевич,zen-elevator@yandex.ru,,"(84456) 5-83-52, 5-81-17","403672, Ольховский р-н, с. Зензеватка, Элеваторная, 3 А"
Администрация Палласовского муниципального района,,Волгоградская область,Палласовский район,Глава муниципального района: Толмачев Вячеслав Владимирович,ra_pal@volganet.ru,"http://www.admpallas.ru/, http://www.admpallas.ru/, http://www.admpallas.ru/","(84492) 6-29-86, (84492) 6-13-76, 6-12-46, 6-15-56","403651, г. Палласовка, Коммунистическая, 2"
Отдел сельского хозяйства Палласовского муниципального района Волгоградской области,,Волгоградская область,Палласовский район,Нач.: Овчинников Иван Геннадьевич,ra_pal_selkhoz@volganet.ru,,"(84492) 6-12-31, 6-14-31, 6-22-88","403651, г. Палласовка, Коммунистическая, 2"
34_Палласовский_КФХ 001,"КРС (молочный, мясной)",Волгоградская область,Палласовский район,,,,8-927-504-1083,"404241, с. Золотари"
34_Палласовский_КФХ 002,зерновые,Волгоградская область,Палласовский район,,,,8-904-758-2669,"404261, с. Савинка"
34_Палласовский_КФХ 003,"пшеница, ячмень, рожь, сафлор, горчица, многолетние травы",Волгоградская область,Палласовский район,,,,8-904-758-2938,"404231, с. Савинка"
34_Палласовский_КФХ 004,"пшеница, сафлор, ячмень, горчица",Волгоградская область,Палласовский район,,,,8-904-424-1899,"404231, с. Савинка"
34_Палласовский_КФХ 005,"овцы, лошади, КРС",Волгоградская область,Палласовский район,,,,8-937-733-1933,"404264, г. Палласовка"
34_Палласовский_КФХ 006,"КРС (мясной), овцы",Волгоградская область,Палласовский район,,,,8-904-750-7339,"404243, п. Путь Ильича"
34_Палласовский_КФХ 007,"зерновые, технические",Волгоградская область,Палласовский район,,,,8-904-758-4304,"404233, п. Новостройка"
34_Палласовский_КФХ 008,"зерновые культуры, многолетние травы; овцы, КРС",Волгоградская область,Палласовский район,,,,8-904-405-9551,"404241, пос. Золотари"
34_Палласовский_КФХ 009,"КРС, овцы",Волгоградская область,Палласовский район,,,,8-937-724-0201,"404239, г. Палласовка"
34_Палласовский_КФХ 010,убойный цех,Волгоградская область,Палласовский район,,,,8-904-757-2668,"404260, г. Палласовка"
34_Палласовский_КФХ 011,"КРС, овцы, лошади",Волгоградская область,Палласовский район,,,,8-937-740-2555,"404241, г. Палласовка"
34_Палласовский_КФХ 012,"пшеница, ячмень; овцы",Волгоградская область,Палласовский район,,,,8-937-546-7171,"404264, г. Палласовка"
34_Палласовский_КФХ 013,"пшеница, ячмень, сафлор, травы на сено",Волгоградская область,Палласовский район,,,,8-927-254-0459,"404256, с. Старая Иванцовка"
34_Палласовский_КФХ 014,"зерновые, КРС (мясной)",Волгоградская область,Палласовский район,,,,8-905-337-5138,"404241, х. Сивко"
34_Палласовский_КФХ 015,зерновые; КРС (мясной),Волгоградская область,Палласовский район,,,,8-937-545-4444,"404260, г. Палласовка"
34_Палласовский_КФХ 016,"КРС (мясной), овцы",Волгоградская область,Палласовский район,,,,8-904-423-9583,"404233, х. Большой Симкин"
34_Палласовский_КФХ 017,КРС,Волгоградская область,Палласовский район,,,,8-937-747-4292,"404233, п. Новостройка"
34_Палласовский_КФХ 018,зерновые,Волгоградская область,Палласовский район,,,,8-927-528-4666,"404241, х. Ерши"
34_Палласовский_КФХ 019,овцы,Волгоградская область,Палласовский район,,,,8-937-561-1290,"404233, пос. Новостройка"
34_Палласовский_КФХ 020,зерновые; КРС (мясной),Волгоградская область,Палласовский район,,,,8-927-259-1950,"404235, с. Старая Иванцовка"
34_Палласовский_КФХ 021,зерновые,Волгоградская область,Палласовский район,,,,8-927-537-0404,"404262, г. Палласовка"
34_Палласовский_КФХ 022,"КРС (мясной), овцы",Волгоградская область,Палласовский район,,,,8-927-254-0054,"404241, п. Золотари"
«Красный Октябрь» СПК племзавод,"пшеница, ячмень, горчица, кукуруза, многолетние травы, КРС (казахская белоголовая), овцы (волгоградский меринос), реализация живого веса, семени",Волгоградская область,Палласовский район,Предс.: Фомин Алексей Викторович,plemjavod@rambler.ru,,"8-902-385-5479, 8-968-284-7932","404236, пос. Красный Октябрь, Школьная, 11"
«Пагро» ООО,"зерновые, КРС, овцы",Волгоградская область,Палласовский район,Ген. дир.: Порываев Иван Николаевич,inp1983.83@mail.ru,,8-902-362-8115,"404231, с. Савинка, Волжский, 15"
«Палласовский» СПК племзавод,"озимая и яровая пшеница, ячмень, овцеводство (волгоградская порода) - племзавод",Волгоградская область,Палласовский район,Предс.: Бекесов Нурлан Нармбекович,olga.evuska@yandex.ru,,"(84492) 626-50, 8-927-517-9999","404262, п. Заволжский, Совхозная, 1"
«Ромашковский» СПК племзавод (Палласовский район),племенное овцеводство - племзавод (волгоградская тонкорунная),Волгоградская область,Палласовский район,Дир.: Аноприенко Владимир Николаевич,romashkovskii@bk.ru,,"8-902-385-2577, (84492) 6-11-42","404234, Палласовский р-н, п. Ромашки, Советская, 24"
Администрация Руднянского муниципального района,,Волгоградская область,Руднянский район,Глава муниципального района: Полетаев Владимир Александрович,ra_rudn@volganet.ru,"http://rudn-mr.ru/, http://rudn-mr.ru/","(8442) 30-65-21, (84453) 7-12-30, (8442) 30-65-22","403601, п. Рудня, Октябрьская, 110"
Отдел сельского хозяйства Руднянского муниципального района Волгоградской области,,Волгоградская область,Руднянский район,Нач.: Кузнецов Сергей Анатольевич,sh-rudn@volganet.ru,,"(84453) 7-15-52, (8442) 30-74-70, (84453) 7-16-33","403601, п. Рудня, Октябрьская, 110"
34_Руднянский_КФХ 001,"зерновые, масличные",Волгоградская область,Руднянский район,,,,8-937-728-4706,"403623, с. Лемешкино"
34_Руднянский_КФХ 002,"зерновые, подсолнечник",Волгоградская область,Руднянский район,,,,"(84453) 7-21-90, 8-905-482-7339","403601, р.п. Рудня"
34_Руднянский_КФХ 003,"зерновые, масличные",Волгоградская область,Руднянский район,,,,8-927-543-0380,"403619, с. Сосновка"
34_Руднянский_КФХ 004,"озимая пшеница, ячмень, нут, подсолнечник, кукуруза",Волгоградская область,Руднянский район,,,,"(84453) 7-83-32, 8-937-705-0411","403623, с. Лемешкино"
34_Руднянский_КФХ 005,"зерновые, зернобобовые",Волгоградская область,Руднянский район,,,,8-937-730-7066,"403616, с. Громки"
34_Руднянский_КФХ 006,"зерновые, масличные",Волгоградская область,Руднянский район,,,,8-905-395-7621,"403624, с. Козловка"
34_Руднянский_КФХ 007,зерновые,Волгоградская область,Руднянский район,,,,"(84453) 7-34-48, 8-904-770-1885","403624, с. Козловка"
34_Руднянский_КФХ 008,"зерновые, зернобобовые",Волгоградская область,Руднянский район,,,,8-960-880-9595,"403601, р.п. Рудня"
34_Руднянский_КФХ 009,"зерновые, масличные",Волгоградская область,Руднянский район,,,,8-902-657-4058,"403618, с. Большое-Судачье"
34_Руднянский_КФХ 010,"зерновые, масличные",Волгоградская область,Руднянский район,,,,8-906-451-9352,"403624, с. Козловка"
34_Руднянский_КФХ 011,"зерновые, технические",Волгоградская область,Руднянский район,,,,8-906-408-7498,"403624, с. Козловка"
34_Руднянский_КФХ 012,"зерновые, масличные",Волгоградская область,Руднянский район,,,,8-937-534-0600,"403615, с. Лопуховка"
34_Руднянский_КФХ 013,"зерновые, подсолнечник",Волгоградская область,Руднянский район,,,,"(84453) 7-81-48, 8-927-063-5476, 8-927-540-8112","403623, с. Лемешкино"
34_Руднянский_КФХ 014,"зерновые, зернобобовые, подсолнечник",Волгоградская область,Руднянский район,,,,(84453) 7-11-02,"403618, с. Большое-Судачье"
34_Руднянский_КФХ 015,зерновые,Волгоградская область,Руднянский район,,,,8-904-778-1844,"403618, с. Большое-Судачье"
34_Руднянский_КФХ 016,"зерновые, масличные",Волгоградская область,Руднянский район,,,,8-937-738-3072,"403616, с. Новый Кондаль"
34_Руднянский_КФХ 017,"зерновые, подсолнечник",Волгоградская область,Руднянский район,,,,8-927-536-6237,"403621, с. Баранниково"
34_Руднянский_КФХ 018,"зерновые, подсолнечник",Волгоградская область,Руднянский район,,,,"(84453) 7-34-43, 8-927-254-1351","403624, с. Козловка"
«Руднянский хлеб» ООО,"прием, хранение, подработка зерна",Волгоградская область,Руднянский район,Ген. дир.: Кузнецов Алексей Викторович,elrud34@mail.ru,,"8-904-414-1929, (84453) 7-13-52","403601, Руднянский р-н, п. Рудня, Привокзальная, 34"
«Руднянское хлебоприемное предприятие» ООО,"прием, хранение, подработка зерна",Волгоградская область,Руднянский район,Ген. дир.: Маликов Сергей Владимирович,rhpp@rambler.ru,,"(84453) 7-20-58, 7-21-42","центр. офис: 400137, г. Волгоград, ул. Восьмой Воздушной Армии, 9 А, кв. 173"
Администрация Светлоярского муниципального района,,Волгоградская область,Светлоярский район,Глава муниципального района: Фадеев Владимир Викторович,ra_svet@volganet.ru,"http://svyar.ru/, http://svyar.ru/","(84477) 6-21-35, 6-26-39","404171, р.п. Светлый Яр, Спортивная, 5"
"Отдел по сельскому хозяйству, продовольствию и земельным отношениям Светлоярского муниципального района Волгоградской области",,Волгоградская область,Светлоярский район,Нач.: Морозов Сергей Сергеевич,sh@svyar.ru,,"(84477) 6-12-07, (84477) 6-13-74","404171, р.п. Светлый Яр, Спортивная, 5"
34_Светлоярский_КФХ 001,"зерновые, козы, овцы, КРС (молочный)",Волгоградская область,Светлоярский район,,,,8-960-889-3352,"404177, с. Цаца"
34_Светлоярский_КФХ 002,КРС (мясной),Волгоградская область,Светлоярский район,,,,8-909-393-6000,"404197, п. Нариман"
34_Светлоярский_КФХ 003,"КРС, зерновые; овощи (лук, морковь, перец, капуста) бахчевые (арбузы, дыни)",Волгоградская область,Светлоярский район,,,,"8-927-060-9001, (84477) 6-23-38","404170, р.п. Светлый Яр"
34_Светлоярский_КФХ 004,"КРС, овцы, бахчевые культуры (арбузы, дыни)",Волгоградская область,Светлоярский район,,,,8-927-253-3259,"404177, с. Цаца"
34_Светлоярский_КФХ 005,"КРС, овцы",Волгоградская область,Светлоярский район,,,,8-960-890-2753,"404179, х. Трудолюбие"
34_Светлоярский_КФХ 006,"зерновые, зернобобовые, масличные, КРС (мясной), овцы, козы, свиньи",Волгоградская область,Светлоярский район,,,,8-905-331-8689,"404197, п. Нариман"
34_Светлоярский_КФХ 007,овощи (открытый грунт),Волгоградская область,Светлоярский район,,,,8-904-777-9097,"404173, с. Райгород"
34_Светлоярский_КФХ 008,"помидоры, перец, капуста, лук, баклажаны, свекла, дыни, арбузы",Волгоградская область,Светлоярский район,,,,8-961-057-2191,"404173, с. Райгород"
34_Светлоярский_КФХ 009,зерновые,Волгоградская область,Светлоярский район,,,,8-904-401-4872,"404191, п. Привольный"
34_Светлоярский_КФХ 010,овцы,Волгоградская область,Светлоярский район,,,,8-937-564-7121,"404174, с. Большие Чапурники"
34_Светлоярский_КФХ 011,"пшеница, ячмень, КРС (мясной)",Волгоградская область,Светлоярский район,,,,8-927-517-7222,"404176, п. Луговой"
34_Светлоярский_КФХ 012,овцеводство,Волгоградская область,Светлоярский район,,,,8-927-517-3488,"404330, х. Антонов"
34_Светлоярский_КФХ 013,овцы,Волгоградская область,Светлоярский район,,,,8-905-061-5437,"404179, х. Трудолюбие"
34_Светлоярский_КФХ 014,"арбузы, тыквы, дыни",Волгоградская область,Светлоярский район,,,,8-902-383-5505,"404191, п. Привольный"
34_Светлоярский_КФХ 015,КРС (мясной),Волгоградская область,Светлоярский район,,,,8-969-650-2071,"404186, с. Червленое"
34_Светлоярский_КФХ 016,овцеводство,Волгоградская область,Светлоярский район,,,,8-927-524-7188,"404174, с. Большие Чапурники"
34_Светлоярский_КФХ 017,овцы,Волгоградская область,Светлоярский район,,,,8-909-385-2273,"404177, с. Цаца"
«АПК «Пригородный» ООО,"зерновые, КРС, овцы",Волгоградская область,Светлоярский район,Предс.: Махамаев Ибрагим Саидрахманович,apk.prigorod@mail.ru,,"(8442) 63-90-41, 8-927-505-6666","404180, п. Кирова, Кирова, 8 Б"
«ВолгоДонАгро» ООО,"озимая пшеница, ячмень, просо, КРС (молочный)",Волгоградская область,Светлоярский район,Ген. дир.: Далиев Азамат Юсупжанович,volgodon-agro@mail.ru,,8-960-875-2594,"404197, п. Нариман, Дружбы, 8"
«Ергенинский» СПК,выращивание и реализация живой рыбы,Волгоградская область,Светлоярский район,Предс.: Дорофеев Виктор Николаевич,tatyana4083@yandex.ru,,8-902-383-3050,"404174, Светлоярский р-н, с. Большие Чапурники"
«Райгород» ООО (Светлоярский район),картофель,Волгоградская область,Светлоярский район,Ген. дир.: Шилин Александр Викторович,info@vipoil.com,,"(8442) 26-24-07, 26-24-00","404173, с. Райгород, Промышленная, 1, пом. 2"
«ТД «Светлоярские нефтепродукты» ООО,оптовая продажа нефтепродуктов,Волгоградская область,Светлоярский район,Ген. дир.: Иванова Ольга Викторовна,ooo.tdsnp@mail.ru,,8-961-699-2692,"404171, р.п. Светлый Яр, Дорожная, 5 А, оф. 214"
Администрация Серафимовичского муниципального района,,Волгоградская область,Серафимовичский район,Глава муниципального района: Ильина Татьяна Николаевна,ra_seraf@volganet.ru,"https://www.serad.ru/, https://www.serad.ru/",(84464) 4-44-42,"403441, г. Серафимович, Октябрьская, 61"
Отдел по сельскому хозяйству и продовольствию администрации Серафимовичского муниципального района Волгоградской области,,Волгоградская область,Серафимовичский район,Нач.: Назаров Александр Иванович,a_nazarov@volganet.ru,,(84464) 4-32-41,"403441, г. Серафимович, Октябрьская, 67"
34_Серафимовичский_КФХ 001,"зерновые, масличные",Волгоградская область,Серафимовичский район,,,,8-904-750-0994,"403445, х. Трясиновский"
34_Серафимовичский_КФХ 002,"пшеница, подсолнечник",Волгоградская область,Серафимовичский район,,,,8-904-425-0582,"403474, х. Крутовский"
34_Серафимовичский_КФХ 003,"пшеница, подсолнечник",Волгоградская область,Серафимовичский район,,,,8-904-777-8548,"403476, х. Большой"
34_Серафимовичский_КФХ 004,"зерновые, масличные культуры",Волгоградская область,Серафимовичский район,,,,8-904-772-2884,"403462, х. Песчаный"
34_Серафимовичский_КФХ 005,пшеница,Волгоградская область,Серафимовичский район,,,,8-904-404-5922,"403462, х. Песчаный"
34_Серафимовичский_КФХ 006,"зерновые, подсолнечник",Волгоградская область,Серафимовичский район,,,,"8-904-774-7324, 8-958-545-4206","403464, х. Пронин"
34_Серафимовичский_КФХ 007,"зерновые, подсолнечник",Волгоградская область,Серафимовичский район,,,,(84464) 3-37-11,"403483, х. Зимняцкий"
34_Серафимовичский_КФХ 008,зерновые,Волгоградская область,Серафимовичский район,,,,8-902-652-7911,"403462, х. Песчаный"
34_Серафимовичский_КФХ 009,"пшеница, подсолнечник",Волгоградская область,Серафимовичский район,,,,8-904-419-9544,"403461, х. Среднецарицынский"
34_Серафимовичский_КФХ 010,"зерновые, подсолнечник",Волгоградская область,Серафимовичский район,,,,"8-904-422-1944, (84464) 5-54-18","403461, х. Котовский"
34_Серафимовичский_КФХ 011,зерновые,Волгоградская область,Серафимовичский район,,,,8-902-092-9091,"403462, х. Песчаный"
34_Серафимовичский_КФХ 012,"зерновые, масличные",Волгоградская область,Серафимовичский район,,,,8-904-413-2489,"403462, х. Песчаный"
34_Серафимовичский_КФХ 013,озимая пшеница,Волгоградская область,Серафимовичский район,,,,"8-903-372-4181, (84464) 3-55-01","403476, х. Большой"
34_Серафимовичский_КФХ 014,"пшеница, рожь, арбузы, дыни, тыквы",Волгоградская область,Серафимовичский район,,,,(84464) 3-62-01,"403448, х. Орлиновский"
34_Серафимовичский_КФХ 015,зерновые,Волгоградская область,Серафимовичский район,,,,8-904-433-7133,"403462, х. Песчаный"
34_Серафимовичский_КФХ 016,"зерновые, арбузы, дыни",Волгоградская область,Серафимовичский район,,,,8-927-252-2373,"403445, х. Трясиновский"
34_Серафимовичский_КФХ 017,"зерновые, технические",Волгоградская область,Серафимовичский район,,,,8-902-385-5911,"403483, х. Зимняцкий"
34_Серафимовичский_КФХ 018,зерновые,Волгоградская область,Серафимовичский район,,,,8-960-896-9458,"403476, х. Большой"
34_Серафимовичский_КФХ 019,"зерновые, КРС, овцы, свиньи",Волгоградская область,Серафимовичский район,,,,8-961-058-5439,"403479, х. Котовский"
34_Серафимовичский_КФХ 020,арбузы,Волгоградская область,Серафимовичский район,,,,"(84464) 3-92-10, 8-906-407-4507","403445, х. Трясиновский"
34_Серафимовичский_КФХ 021,"зерновые, технические культуры",Волгоградская область,Серафимовичский район,,,,8-961-663-5825,"403441, х. Чеботаревский"
